word	old_phonetic	new_phonetic	old_pos	new_pos	note
stool	/stuːl/	/stuːl/	noun	noun	
stoop	/stuːp/	/stuːp/	noun	noun	
stop	/stɒp/	/stɒp/	verb	verb	
storey	/ˈstɔː.rɪ/	/ˈstɔː.rɪ/	noun	noun	
storm	/stɔːm/	/stɔːm/	noun	noun	
story	/ˈstɔː.ri/	/ˈstɔː.ri/	noun	noun	
stove	/stəʊv/	/stəʊv/	noun	noun	
straight	/streɪt/	/streɪt/	adjective	adjective	
straightforward	/ˌstreɪtˈfɔː(r)wə(r)d/	/ˌstreɪtˈfɔː(r)wə(r)d/	adjective	adjective	
strange	/streɪndʒ/	/streɪndʒ/	adjective	adjective	
stranger	/ˈstreɪndʒə(r)/	/ˈstreɪndʒə(r)/	noun	adjective	
strap	/stræp/	/stræp/	noun	noun	
strategy	/ˈstræt.ɪ.dʒɪ/	/ˈstræt.ɪ.dʒɪ/	noun	noun	
straw	/strɔː/	/strɔː/	noun	noun	
strawberry	/ˈstrɔːb(ə)ri/	/ˈstrɔːb(ə)ri/	noun	noun	
stream	/ˈstriːm/	/ˈstriːm/	noun	noun	
streamline	/ˈstriːmlaɪn/	/ˈstriːmlaɪn/	noun	noun	
street	/striːt/	/striːt/	noun	noun	
strength	/ˈstreŋθ/	/ˈstreŋθ/	noun	noun	
strengthen	/ˈstreŋ(k)θən/	/ˈstreŋ(k)θən/	verb	verb	
strenuous	/ˈstre.nju.əs/	/ˈstre.nju.əs/	adjective	adjective	
stress	/ˈstres/	/ˈstres/	noun	noun	
stretch	/stretʃ/	/stretʃ/	verb	verb	
stride	/straɪd/	/straɪd/	verb	verb	
strife	/straɪf/	/straɪf/	noun	noun	
strike	/straɪk/	/straɪk/	verb	verb	
striking	/ˈstraɪkɪŋ/	/ˈstraɪkɪŋ/	adjective	adjective	
string	/strɪŋ/	/strɪŋ/	noun	noun	
strip	/ˈstrɪp/	/ˈstrɪp/	noun	noun	
stripe	/straɪp/	/straɪp/	noun	noun	
strive	/ˈstraɪv/	/ˈstraɪv/	verb	verb	
stroke	/strəʊk/	/strəʊk/	noun	noun	
stroll	/strəʊl/	/strəʊl/	noun	noun	
strong	/strɒŋ/	/strɒŋ/	adjective	adjective	
struggle	/ˈstrʌɡəl/	/ˈstrʌɡəl/	noun	noun	
stubborn	/ˈstʌbən/	/ˈstʌbən/	adjective	adjective	
student	/ˈstʃuː.dnt/	/ˈstʃuː.dnt/	noun	noun	
studio	/ˈstjuːdi.əʊ/	/ˈstjuːdi.əʊ/	noun	noun	
study	/ˈstʌd.i/	/ˈstʌd.i/	verb	verb	
stuff	/stʌf/	/stʌf/	noun	noun	
stumble	/ˈstʊmbəl/	/ˈstʊmbəl/	noun	noun	
stun	/stʊn/	/stʊn/	verb	verb	
stupid	/ˈstjuːpɪd/	/ˈstjuːpɪd/	adjective	adjective	
sturdy	/ˈstɜːdi/	/ˈstɜːdi/	adjective	adjective	
style	/staɪl/	/staɪl/	noun	noun	
submarine	/ˈsubmarine/		noun	adjective	重音歧义(候选之一 /sʌb.məˈriːn/)
substantial	/səbˈstænʃəl/	/səbˈstænʃəl/	adjective	adjective	
subtle	/ˈsʌtl/	/ˈsʌtl/	adjective	adjective	
suburb	/ˈsʌbɜːb/	/ˈsʌbɜːb/	noun	noun	
subway	/ˈsʌbˌweɪ/	/ˈsʌbˌweɪ/	noun	noun	
suck	/sʌk/	/sʌk/	noun	noun	
sudden	/ˈsʌd.ən/	/ˈsʌd.ən/	adjective	adjective	
suffice	/ˈsuffice/		verb	verb	重音歧义(候选之一 /səˈfaɪs/)
sugar	/ˈʃʊɡə/	/ˈʃʊɡə/	noun	noun	
suicide	/ˈsuicide/		noun	noun	重音歧义(候选之一 /ˈs(j)uːɪˌsaɪd/)
sulfur	/ˈsʌl.fə/	/ˈsʌl.fə/	noun	noun	
summer	/ˈsʌmə/	/ˈsʌmə/	noun	noun	
summit	/ˈsummit/		noun	noun	同形异读（多个读音段）
summon	/ˈsʌmən/	/ˈsʌmən/	verb	verb	
sun	/sʊn/	/sʊn/	noun	noun	
sunrise	/ˈsʌnraɪz/	/ˈsʌnraɪz/	noun	noun	
sunset	/ˈsʌnˌset/	/ˈsʌnˌset/	noun	noun	
sunshine	/ˈsʌnʃaɪn/	/ˈsʌnʃaɪn/	noun	noun	
super	/ˈsuːpə/	/ˈsuːpə/	adjective	adjective	
supermarket	/ˌsuːpəˈmɑːkɪt/	/ˌsuːpəˈmɑːkɪt/	noun	noun	
supersonic	/ˈsupersonic/		adjective	adjective	无 IPA
supper	/ˈsʌpə/	/ˈsʌpə/	noun	noun	
surge	/sɜːdʒ/	/sɜːdʒ/	noun	noun	
surgeon	/ˈsɜːdʒən/	/ˈsɜːdʒən/	noun	noun	
surgery	/ˈsɜː.dʒə.ri/	/ˈsɜː.dʒə.ri/	noun	noun	
surname	/ˈsɜːˌneɪm/	/ˈsɜːˌneɪm/	noun	noun	
surrender	/səˈrendə(r)/	/səˈrendə(r)/	verb	verb	
survey	/ˈsurvey/		noun	noun	重音歧义(候选之一 /ˈsɜːveɪ/)
survival	/səˈvaɪ.vəl/	/səˈvaɪ.vəl/	noun	noun	
survive	/səˈvaɪv/	/səˈvaɪv/	verb	verb	
swallow	/ˈswɒl.əʊ/	/ˈswɒl.əʊ/	verb	verb	
swamp	/ˈswɒmp/	/ˈswɒmp/	noun	noun	
swan	/swɒn/	/swɒn/	noun	noun	
swarm	/swɔːm/	/swɔːm/	noun	noun	
sway	/ˈsweɪ/	/ˈsweɪ/	noun	noun	
swear	/ˈsweə(r)/	/ˈsweə(r)/	verb	verb	
sweat	/swet/	/swet/	noun	noun	
sweater	/ˈswetə/	/ˈswetə/	noun	noun	
sweep	/swiːp/	/swiːp/	verb	verb	
sweet	/swiːt/	/swiːt/	adjective	adjective	
swell	/swel/	/swel/	verb	verb	
swift	/swɪft/	/swɪft/	adjective	adjective	
swim	/swɪm/	/swɪm/	verb	verb	
swing	/ˈswɪŋ/	/ˈswɪŋ/	verb	verb	
switch	/swɪtʃ/	/swɪtʃ/	noun	noun	
sword	/sɔːd/	/sɔːd/	noun	noun	
symbol	/ˈsɪmbəl/	/ˈsɪmbəl/	noun	noun	
symposium	/sɪmˈpəʊziəm/	/sɪmˈpəʊziəm/	noun	noun	
symptom	/ˈsɪm(p)təm/	/ˈsɪm(p)təm/	noun	noun	
syndrome	/ˈsɪndrəʊm/	/ˈsɪndrəʊm/	noun	noun	
system	/ˈsɪstəm/	/ˈsɪstəm/	noun	noun	
systematic	/ˌsɪs.tɪˈmæt.ɪk/	/ˌsɪs.tɪˈmæt.ɪk/	adjective	adjective	
table	/ˈteɪbl/	/ˈteɪbl/	noun	noun	
tablet	/ˈtæblət/	/ˈtæblət/	noun	noun	
tackle	/ˈtækəl/	/ˈtækəl/	noun	noun	
tactic	/ˈtæktɪk/	/ˈtæktɪk/	noun	noun	
tag	/tæɡ/	/tæɡ/	noun	noun	
tail	/ˈteɪl/	/ˈteɪl/	noun	noun	
tale	/ˈteɪl/	/ˈteɪl/	noun	noun	
talent	/ˈtæl.ənt/	/ˈtæl.ənt/	noun	noun	
talk	/tɔːk/	/tɔːk/	verb	verb	
tall	/tɔːl/	/tɔːl/	adjective	adjective	
tame	/teɪm/	/teɪm/	adjective	adjective	
tan	/tæn/	/tæn/	noun	noun	
tangle	/ˈtæŋ.ɡəl/	/ˈtæŋ.ɡəl/	verb	verb	
tank	/ˈtæŋk/	/ˈtæŋk/	noun	noun	
tanker	/ˈtæŋkə/	/ˈtæŋkə/	noun	noun	
tap	/tæp/	/tæp/	noun	noun	
tape	/teɪp/	/teɪp/	noun	noun	
tar	/tɑː/	/tɑː/	noun	noun	
target	/ˈtɑː.ɡɪt/	/ˈtɑː.ɡɪt/	noun	noun	
tariff	/ˈtærɪf/	/ˈtærɪf/	noun	noun	
task	/tɑːsk/	/tɑːsk/	noun	noun	
taste	/teɪst/	/teɪst/	noun	noun	
tax	/tæks/	/tæks/	noun	noun	
taxi	/ˈtæksi/	/ˈtæksi/	noun	noun	
tea	/tiː/	/tiː/	noun	noun	
teach	/ˈtiːtʃ/	/ˈtiːtʃ/	verb	verb	
teacher	/ˈtiː.tʃə/	/ˈtiː.tʃə/	noun	noun	
team	/ˈtiːm/	/ˈtiːm/	noun	noun	
tear	/ˈtear/		verb	verb	同形异读（多个读音段）
tease	/tiːz/	/tiːz/	verb	verb	
tedious	/ˈtiː.dɪəs/	/ˈtiː.dɪəs/	adjective	adjective	
teenager	/ˈtiːnˌeɪdʒə/	/ˈtiːnˌeɪdʒə/	noun	noun	
telegram	/ˈteləˌɡræm/	/ˈteləˌɡræm/	noun	noun	
telescope	/ˈtel.ɪ.skəʊp/	/ˈtel.ɪ.skəʊp/	noun	noun	
tell	/tel/	/tel/	verb	verb	
temple	/ˈtem.pl/	/ˈtem.pl/	noun	noun	
tempo	/ˈtem.pəʊ/	/ˈtem.pəʊ/	noun	noun	
tennis	/ˈtenɪs/	/ˈtenɪs/	noun	noun	
tentative	/ˈtentətɪv/	/ˈtentətɪv/	noun	noun	
term	/tɜːm/	/tɜːm/	noun	noun	
terminal	/ˈterminal/		noun	noun	窄式记音超出库内字符集
terminate	/ˈterminate/		verb	verb	同形异读（多个读音段）
territory	/ˈterɪt(ə)ri/	/ˈterɪt(ə)ri/	noun	noun	
textbook	/ˈtekst.bʊk/	/ˈtekst.bʊk/	noun	noun	
thank	/ˈθæŋk/	/ˈθæŋk/	noun	noun	
theater	/ˈtheater/		noun	noun	重音歧义(候选之一 /ˈθiː.ə.tə/)
theft	/θeft/	/θeft/	noun	noun	
theirs	/ðeəz/	/ðeəz/	pronoun	pronoun	
theme	/θiːm/	/θiːm/	noun	noun	
themselves	/ðemˈselvz/	/ðemˈselvz/	pronoun	pronoun	
theoretical	/ˈtheoretical/		adjective	adjective	重音歧义(候选之一 /ˌθɪəˈretɪkəl/)
theory	/ˈθɪə.ri/	/ˈθɪə.ri/	noun	noun	
therapy	/ˈθer.ə.pi/	/ˈθer.ə.pi/	noun	noun	
thereafter	/ˌðeərˈɑːf.tə(r)/	/ˌðeərˈɑːf.tə(r)/	adverb	adverb	
thereby	/ðeəˈbaɪ/	/ðeəˈbaɪ/	adverb	adverb	
thermal	/ˈθɜːməl/	/ˈθɜːməl/	adjective	adjective	
thick	/θɪk/	/θɪk/	adjective	adjective	
thief	/ˈθiːf/	/ˈθiːf/	noun	noun	
thigh	/θaɪ/	/θaɪ/	noun	noun	
thin	/ˈfɪn/	/ˈfɪn/	adjective	adjective	
thing	/θɪŋ/	/θɪŋ/	noun	noun	
think	/ˈθɪŋk/	/ˈθɪŋk/	verb	verb	
thirst	/θɜːst/	/θɜːst/	noun	noun	
thirsty	/ˈθɜːs.ti/	/ˈθɜːs.ti/	adjective	adjective	
thirteen	/ˈthirteen/		noun	noun	重音歧义(候选之一 /ˌθɜːˈtiːn/)
thorn	/θɔːn/	/θɔːn/	noun	noun	
thorough	/ˈthorough/		adjective	adjective	重音歧义(候选之一 /ˈθʌrə/)
thought	/θɔːt/	/θɔːt/	noun	noun	
thoughtful	/ˈθɔːtfəl/	/ˈθɔːtfəl/	adjective	adjective	
thread	/ˈθred/	/ˈθred/	noun	noun	
threat	/θret/	/θret/	noun	noun	
threaten	/ˈθret.n/	/ˈθret.n/	verb	verb	
three	/θriː/	/θriː/	noun	noun	
threshold	/ˈθreʃəʊld/	/ˈθreʃəʊld/	noun	noun	
thrift	/ˈθrɪft/	/ˈθrɪft/	noun	noun	
thrill	/θrɪl/	/θrɪl/	verb	verb	
thrive	/θrajv/	/θrajv/	verb	verb	
throne	/θrəʊn/	/θrəʊn/	noun	noun	
through	/ˈthrough/		preposition	preposition	同形异读（多个读音段）
throughout	/θruːˈaʊt/	/θruːˈaʊt/	preposition	preposition	
throw	/θrəʊ/	/θrəʊ/	verb	verb	
thrust	/θrʊst/	/θrʊst/	noun	noun	
thumb	/ˈθʌm/	/ˈθʌm/	noun	noun	
thunder	/ˈθʌndə/	/ˈθʌndə/	noun	noun	
thursday	/ˈthursday/		noun		无 English 段
tick	/tɪk/	/tɪk/	noun	noun	
ticket	/ˈtɪk.ɪt/	/ˈtɪk.ɪt/	noun	noun	
tide	/taɪd/	/taɪd/	noun	noun	
tidy	/ˈtaɪ.di/	/ˈtaɪ.di/	adjective	adjective	
tie	/taɪ/	/taɪ/	noun	noun	
tiger	/ˈtaɪɡə/	/ˈtaɪɡə/	noun	noun	
tight	/taɪt/	/taɪt/	adjective	adjective	
tile	/taɪl/	/taɪl/	noun	noun	
till	/tɪl/	/tɪl/	preposition	preposition	
tilt	/tɪlt/	/tɪlt/	verb	verb	
timber	/ˈtɪmbə/	/ˈtɪmbə/	noun	noun	
time	/taɪm/	/taɪm/	noun	noun	
timely	/ˈtaɪm.li/	/ˈtaɪm.li/	adjective	adjective	
timid	/ˈtɪmɪd/	/ˈtɪmɪd/	adjective	adjective	
tin	/tɪn/	/tɪn/	noun	noun	
tiny	/ˈtaɪni/	/ˈtaɪni/	adjective	adjective	
tip	/tɪp/	/tɪp/	noun	noun	
tire	/ˈtaɪə(r)/	/ˈtaɪə(r)/	verb	verb	
tiresome	/ˈtaɪəsəm/	/ˈtaɪəsəm/	adjective	adjective	
tissue	/ˈtɪs.juː/	/ˈtɪs.juː/	noun	noun	
title	/ˈtaɪ.təl/	/ˈtaɪ.təl/	noun	noun	
toast	/təʊst/	/təʊst/	noun	noun	
tobacco	/təˈbækəʊ/	/təˈbækəʊ/	noun	noun	
today	/tʊˈdeɪ/	/tʊˈdeɪ/	adverb	adverb	
toe	/təʊ/	/təʊ/	noun	noun	
together	/tʊˈɡeð.ə/	/tʊˈɡeð.ə/	adverb	adverb	
toilet	/ˈtɔɪ.lət/	/ˈtɔɪ.lət/	noun	noun	
token	/ˈtəʊkən/	/ˈtəʊkən/	noun	noun	
toll	/təʊl/	/təʊl/	noun	noun	
tomato	/təˈmɑː.təʊ/	/təˈmɑː.təʊ/	noun	noun	
tomb	/tuːm/	/tuːm/	noun	noun	
tomorrow	/təˈmɒrəʊ/	/təˈmɒrəʊ/	adverb	adverb	
ton	/ˈton/		noun	noun	同形异读（多个读音段）
tone	/ˈtəʊn/	/ˈtəʊn/	noun	noun	
tongue	/tʌŋ/	/tʌŋ/	noun	noun	
tonight	/təˈnaɪt/	/təˈnaɪt/	adverb	adverb	
too	/tuː/	/tuː/	adverb	adverb	
tooth	/tuːθ/	/tuːθ/	noun	noun	
top	/tɒp/	/tɒp/	noun	noun	
topic	/ˈtɒpɪk/	/ˈtɒpɪk/	noun	adjective	
torch	/ˈtɔːtʃ/	/ˈtɔːtʃ/	noun	noun	
torrent	/ˈtɒrənt/	/ˈtɒrənt/	noun	noun	
toss	/tɒs/	/tɒs/	noun	noun	
total	/ˈtəʊ.tl/	/ˈtəʊ.tl/	noun	noun	
touch	/tʌtʃ/	/tʌtʃ/	verb	verb	
tough	/tʌf/	/tʌf/	adjective	adjective	
tour	/tɔː(r)/	/tɔː(r)/	noun	noun	
tourist	/ˈtʊərɪst/	/ˈtʊərɪst/	noun	noun	
tow	/ˈtow/		verb	verb	同形异读（多个读音段）
toward	/ˈtoward/		preposition	preposition	重音歧义(候选之一 /təˈwɔːd/)
towel	/ˈtaʊəl/	/ˈtaʊəl/	noun	noun	
tower	/ˈtower/		noun	noun	同形异读（多个读音段）
town	/ˈtaʊn/	/ˈtaʊn/	noun	noun	
toxic	/ˈtɒk.sɪk/	/ˈtɒk.sɪk/	adjective	adjective	
toy	/tɔɪ/	/tɔɪ/	noun	noun	
trace	/treɪs/	/treɪs/	noun	noun	
track	/ˈtræk/	/ˈtræk/	noun	noun	
trade	/treɪd/	/treɪd/	noun	noun	
trademark	/ˈtreɪdmɑːk/	/ˈtreɪdmɑːk/	noun	noun	
traffic	/ˈtræfɪk/	/ˈtræfɪk/	noun	noun	
tragic	/ˈtrædʒɪk/	/ˈtrædʒɪk/	adjective	adjective	
trail	/treɪl/	/treɪl/	verb	verb	
train	/ˈtreɪn/	/ˈtreɪn/	noun	noun	
training	/ˈtreɪnɪŋ/	/ˈtreɪnɪŋ/	noun	noun	
trait	/treɪ/	/treɪ/	noun	noun	
tram	/tram/	/tram/	noun	noun	
tramp	/ˈtræmp/	/ˈtræmp/	noun	noun	
transaction	/trænˈzækʃən/	/trænˈzækʃən/	noun	noun	
transient	/ˈtran.zi.ənt/	/ˈtran.zi.ənt/	adjective	adjective	
transistor	/ˈtransistor/		noun	noun	窄式记音超出库内字符集
translation	/trænzˈleɪʃən/	/trænzˈleɪʃən/	noun	noun	
transparent	/ˈtransparent/		adjective	adjective	同形异读（多个读音段）
trap	/træp/	/træp/	noun	noun	
trash	/træʃ/	/træʃ/	noun	noun	
travel	/ˈtrævəl/	/ˈtrævəl/	verb	verb	
treasure	/ˈtreʒər/	/ˈtreʒər/	noun	noun	
tree	/triː/	/triː/	noun	noun	
tremble	/ˈtrembl/	/ˈtrembl/	verb	verb	
tremendous	/trɪˈmendəs/	/trɪˈmendəs/	adjective	adjective	
trench	/ˈtrentʃ/	/ˈtrentʃ/	noun	noun	
trend	/trend/	/trend/	noun	noun	
trial	/ˈtraɪəl/	/ˈtraɪəl/	noun	noun	
triangle	/ˈtraɪəŋɡəl/	/ˈtraɪəŋɡəl/	noun	noun	
trick	/ˈtrɪk/	/ˈtrɪk/	noun	noun	
trifle	/ˈtraɪfəl/	/ˈtraɪfəl/	noun	noun	
trigger	/ˈtrɪɡə/	/ˈtrɪɡə/	noun	noun	
trim	/ˈtrɪm/	/ˈtrɪm/	verb	verb	
trip	/trɪp/	/trɪp/	noun	noun	
triumph	/ˈtraɪʌmf/	/ˈtraɪʌmf/	noun	noun	
trolley	/ˈtrolley/		noun	noun	无 IPA
troop	/truːp/	/truːp/	noun	noun	
tropic	/ˈtrɒpɪk/	/ˈtrɒpɪk/	noun	noun	
tropical	/ˈtrɒp.ɪ.kəl/	/ˈtrɒp.ɪ.kəl/	adjective	adjective	
trouble	/ˈtʃrʌbəl/	/ˈtʃrʌbəl/	noun	noun	
troublesome	/ˈtrʌbəlsəm/	/ˈtrʌbəlsəm/	adjective	adjective	
trousers	/ˈtraʊzəz/	/ˈtraʊzəz/	noun	noun	
truck	/trʌk/	/trʌk/	noun	noun	
true	/truː/	/truː/	adjective	adjective	
trumpet	/ˈtrʌmpɪt/	/ˈtrʌmpɪt/	noun	noun	
trunk	/trʌŋk/	/trʌŋk/	noun	noun	
trust	/trʊst/	/trʊst/	noun	noun	
truth	/truːθ/	/truːθ/	noun	noun	
try	/traɪ/	/traɪ/	verb	verb	
tub	/tʊb/	/tʊb/	noun	noun	
tube	/tuːb/	/tuːb/	noun	noun	
tuck	/tʊk/	/tʊk/	verb	verb	
tug	/ˈtʌɡ/	/ˈtʌɡ/	verb	verb	
tuition	/tjuːˈɪʃən/	/tjuːˈɪʃən/	noun	noun	
tumble	/ˈtʊmbl/	/ˈtʊmbl/	noun	noun	
tumour	/ˈtumour/		noun	noun	无 IPA
tune	/tjuːn/	/tjuːn/	noun	noun	
tunnel	/ˈtʌn(ə)l/	/ˈtʌn(ə)l/	noun	noun	
turkey	/ˈtɜːki/	/ˈtɜːki/	noun	noun	
turnover	/ˈturnover/		noun	noun	窄式记音超出库内字符集
tutor	/ˈtjuːtə/	/ˈtjuːtə/	noun	noun	
twice	/twaɪs/	/twaɪs/	adverb	adverb	
twin	/twɪn/	/twɪn/	noun	noun	
twinkle	/ˈtwɪŋ.kəl/	/ˈtwɪŋ.kəl/	verb	verb	
twist	/twɪst/	/twɪst/	noun	noun	
two	/tu/	/tu/	noun	noun	
typewriter	/ˈtypewriter/		noun	noun	无 IPA
typhoon	/taɪˈfuːn/	/taɪˈfuːn/	noun	noun	
ugly	/ˈʌɡli/	/ˈʌɡli/	adjective	adjective	
ultimate	/ˈʌltɪmət/	/ˈʌltɪmət/	adjective	adjective	
ultraviolet	/ˌʌltrəˈvaɪələt/	/ˌʌltrəˈvaɪələt/	adjective	adjective	
umbrella	/ˈumbrella/		noun	noun	重音歧义(候选之一 /ʌmˈbrel.ə/)
uncle	/ˈʌŋ.kl/	/ˈʌŋ.kl/	noun	noun	
under	/ˈʌndə/	/ˈʌndə/	preposition	preposition	
underestimate	/ˈunderestimate/		verb	verb	窄式记音超出库内字符集
undergo	/ˌʌndəˈɡəʊ/	/ˌʌndəˈɡəʊ/	verb	verb	
underground	/ˌʌn.dəˈɡraʊnd/	/ˌʌn.dəˈɡraʊnd/	adjective	adjective	
underlie	/ˌʌn.dəˈlaɪ/	/ˌʌn.dəˈlaɪ/	verb	verb	
underline	/ˈunderline/		noun	noun	重音歧义(候选之一 /ˈʌndəˌlaɪn/)
underlying	/ˈunderlying/		adjective	adjective	无 IPA
undermine	/ˌʌn.dəˈmaɪn/	/ˌʌn.dəˈmaɪn/	verb	verb	
underneath	/ˌʌndəˈniːθ/	/ˌʌndəˈniːθ/	adverb	adverb	
understand	/ˌʌndəˈstænd/	/ˌʌndəˈstænd/	verb	verb	
understanding	/ʌndəˈstandɪŋ/	/ʌndəˈstandɪŋ/	noun	noun	
undertake	/ˌʌndəˈteɪk/	/ˌʌndəˈteɪk/	verb	verb	
undo	/ʌnˈduː/	/ʌnˈduː/	verb	verb	
uneasy	/ʌnˈiːzi/	/ʌnˈiːzi/	adjective	adjective	
unexpected	/ʌnɪkˈspektɪd/	/ʌnɪkˈspektɪd/	adjective	adjective	
unfold	/ʌnˈfəʊld/	/ʌnˈfəʊld/	verb	verb	
unlike	/ʌnˈlaɪk/	/ʌnˈlaɪk/	adjective	adjective	
unlikely	/ʌnˈlaɪkli/	/ʌnˈlaɪkli/	adjective	adjective	
unload	/ʌnˈləʊd/	/ʌnˈləʊd/	verb	verb	
until	/ˈuntil/		preposition	preposition	重音歧义(候选之一 /ʌnˈtɪl/)
unusual	/ʌnˈjuːʒ(u)əl/	/ʌnˈjuːʒ(u)əl/	adjective	adjective	
up	/ʌp/	/ʌp/	adverb	adverb	
voice	/vɔɪs/	/vɔɪs/	noun	noun	
void	/vɔɪd/	/vɔɪd/	adjective	adjective	
volcano	/vɒlˈkeɪ.nəʊ/	/vɒlˈkeɪ.nəʊ/	noun	noun	
volleyball	/ˈvɒlibɔ(ː)l/	/ˈvɒlibɔ(ː)l/	noun	noun	
volt	/vəʊlt/	/vəʊlt/	noun	noun	
voltage	/ˈvəʊltɪdʒ/	/ˈvəʊltɪdʒ/	noun	noun	
voluntary	/ˈvoluntary/		adjective	adjective	重音歧义(候选之一 /ˈvɒl.ən.tri/)
volunteer	/ˌvɒl(ə)nˈtɪə/	/ˌvɒl(ə)nˈtɪə/	noun	noun	
vote	/vəʊt/	/vəʊt/	noun	noun	
vowel	/ˈvaʊ.əl/	/ˈvaʊ.əl/	noun	noun	
voyage	/ˈvɔɪ.ɪdʒ/	/ˈvɔɪ.ɪdʒ/	noun	noun	
vulgar	/ˈvʌl.ɡə/	/ˈvʌl.ɡə/	adjective	adjective	
vulnerable	/ˈvʌln(ə)rəbl/	/ˈvʌln(ə)rəbl/	adjective	adjective	
wage	/weɪdʒ/	/weɪdʒ/	noun	noun	
wagon	/ˈwæɡən/	/ˈwæɡən/	noun	noun	
waist	/weɪst/	/weɪst/	noun	noun	
wait	/weɪt/	/weɪt/	verb	verb	
waiter	/ˈweɪtə/	/ˈweɪtə/	noun	noun	
waitress	/ˈweɪ.trɪs/	/ˈweɪ.trɪs/	noun	noun	
wake	/ˈweɪk/	/ˈweɪk/	verb	verb	
waken	/ˈweɪkən/	/ˈweɪkən/	verb	verb	
walk	/wɔːk/	/wɔːk/	verb	verb	
wall	/wɔːl/	/wɔːl/	noun	noun	
wallet	/ˈwɒl.ɪt/	/ˈwɒl.ɪt/	noun	noun	
wander	/ˈwɒndə/	/ˈwɒndə/	verb	verb	
want	/ˈwant/		verb	verb	同形异读（多个读音段）
war	/wɔː/	/wɔː/	noun	noun	
warehouse	/ˈweə(r)haʊs/	/ˈweə(r)haʊs/	noun	noun	
warfare	/ˈwɔːfeə/	/ˈwɔːfeə/	noun	noun	
warm	/wɔːm/	/wɔːm/	adjective	adjective	
warmth	/wɔːmθ/	/wɔːmθ/	noun	noun	
warn	/wɔːn/	/wɔːn/	verb	verb	
warrant	/ˈwɒrənt/	/ˈwɒrənt/	noun	noun	
wash	/wɒʃ/	/wɒʃ/	verb	verb	
waste	/ˈweɪst/	/ˈweɪst/	noun	noun	
watch	/ˈwɒtʃ/	/ˈwɒtʃ/	noun	noun	
water	/ˈwɔː.tə/	/ˈwɔː.tə/	noun	noun	
waterfall	/ˈwɔːtəfɔːl/	/ˈwɔːtəfɔːl/	noun	noun	
waterproof	/ˈwɔːtəˌpruːf/	/ˈwɔːtəˌpruːf/	adjective	adjective	
watt	/wɒt/	/wɒt/	noun	noun	
wave	/weɪv/	/weɪv/	verb	verb	
wax	/waks/	/waks/	noun	noun	
way	/weɪ/	/weɪ/	noun	noun	
weak	/wi(ː)k/	/wi(ː)k/	adjective	adjective	
wealth	/welθ/	/welθ/	noun	noun	
wealthy	/ˈwel.θi/	/ˈwel.θi/	adjective	adjective	
weapon	/ˈwep.ən/	/ˈwep.ən/	noun	noun	
wear	/weə/	/weə/	verb	verb	
weary	/ˈwɪəri/	/ˈwɪəri/	adjective	adjective	
weather	/ˈweðə/	/ˈweðə/	noun	noun	
weave	/wiːv/	/wiːv/	verb	verb	
web	/web/	/web/	noun	noun	
wedding	/ˈwedɪŋ/	/ˈwedɪŋ/	noun	noun	
wedge	/wedʒ/	/wedʒ/	noun	noun	
weed	/wiːd/	/wiːd/	noun	noun	
week	/wiːk/	/wiːk/	noun	noun	
weekday	/ˈwiːkdeɪ/	/ˈwiːkdeɪ/	noun	noun	
weekend	/ˈweekend/		noun	noun	重音歧义(候选之一 /wiːˈkend/)
weekly	/ˈwiːk.li/	/ˈwiːk.li/	adverb	adverb	
weep	/ˈwiːp/	/ˈwiːp/	verb	verb	
weigh	/weɪ/	/weɪ/	verb	verb	
weight	/weɪt/	/weɪt/	noun	noun	
weird	/ˈwɪə(r)d/	/ˈwɪə(r)d/	adjective	adjective	
welcome	/ˈwel.kəm/	/ˈwel.kəm/	adjective	adjective	
weld	/weld/	/weld/	noun	noun	
welfare	/ˈwelˌfeə/	/ˈwelˌfeə/	noun	noun	
well	/ˈwel/	/ˈwel/	adverb	adverb	
west	/west/	/west/	noun	noun	
western	/ˈwestən/	/ˈwestən/	adjective	adjective	
wet	/wet/	/wet/	adjective	adjective	
whale	/ˈweɪl/	/ˈweɪl/	noun	noun	
whatever	/wɒtˈev.ə/	/wɒtˈev.ə/	noun	noun	
wheat	/ˈwiːt/	/ˈwiːt/	noun	noun	
wheel	/ˈwiːl/	/ˈwiːl/	noun	noun	
whenever	/wəˈnevə/	/wəˈnevə/	conjunction	conjunction	
wherever	/weəˈrevə/	/weəˈrevə/	adverb	adverb	
whichever	/ˈwhichever/		pronoun	pronoun	窄式记音超出库内字符集
whip	/ˈwɪp/	/ˈwɪp/	noun	noun	
whirl	/wɜːl/	/wɜːl/	verb	verb	
whisky	/ˈwɪski/	/ˈwɪski/	noun	noun	
whisper	/ˈ(h)wɪspə/	/ˈ(h)wɪspə/	noun	noun	
whistle	/ˈwɪs(ə)l/	/ˈwɪs(ə)l/	noun	noun	
white	/ˈwaɪt/	/ˈwaɪt/	adjective	adjective	
whoever	/huˈevə/	/huˈevə/	pronoun	pronoun	
whole	/həʊl/	/həʊl/	adjective	adjective	
wholesome	/ˈhəʊl.səm/	/ˈhəʊl.səm/	adjective	adjective	
wholly	/ˈhəʊ.li/	/ˈhəʊ.li/	adverb	adverb	
why	/waɪ/	/waɪ/	adverb	adverb	
